audio,transcript,duration_s
clips/chunk_0971.mp3,ينفهمون سهلين يعني,1.9
clips/chunk_0972.mp3,انزين,0.6
clips/chunk_0973.mp3,فآخر شيء اللي هما ال first line managers,3.2
clips/chunk_0974.mp3,اللي هم ال supervisors,1.5
clips/chunk_0975.mp3,okay,0.5
clips/chunk_0976.mp3,good,0.2
clips/chunk_0977.mp3,اللي هم ال lower level,1.3
clips/chunk_0978.mp3,من زين؟,0.6
clips/chunk_0979.mp3,lower level نسميهم، نسميهم supervisor,3.0
clips/chunk_0980.mp3,first line managers,1.7
clips/chunk_0981.mp3,هما شنو؟,0.9
clips/chunk_0982.mp3,managers who directly deal with non-managerial employee,4.5
clips/chunk_0983.mp3,okay,0.6
clips/chunk_0984.mp3,they can't or,0.8
clips/chunk_0985.mp3,uh,0.7
clips/chunk_0986.mp3,they can also call supervisor,2.7
clips/chunk_0987.mp3,and zane,0.6
clips/chunk_0988.mp3,فأهمى,0.8
clips/chunk_0989.mp3,دلين ال first line بيتبعون شنو؟,2.4
clips/chunk_0990.mp3,بيتبعون ال direction اللي من ال middle,2.9
clips/chunk_0991.mp3,وبعد,0.7
clips/chunk_0992.mp3,هو بيكون ال responsible,1.9
clips/chunk_0993.mp3,for the daily super,1.2
clips/chunk_0994.mp3,supervision,1.6
clips/chunk_0995.mp3,"of the non-managerial employee, non- managerial employee لهم الموظفين العاديين",5.1
clips/chunk_0996.mp3,ث,0.5
clips/chunk_0997.mp3,ال first line manager,2.2
clips/chunk_0998.mp3,بيتعاملون ويشنوا ويالموظفين العاديين,3.9
clips/chunk_0999.mp3,okay,0.6
clips/chunk_1000.mp3,فبي اتبعون تعليمات مدراء الاقسام,2.5
clips/chunk_1001.mp3,الا هم ال middle managers,1.9
clips/chunk_1002.mp3,وبيكونون مسؤولين عن الاشراف على الموظفين العاديين اللي مو موجودين في مناصب مدرأ,5.7
clips/chunk_1003.mp3,okay,0.6
clips/chunk_1004.mp3,لأن لا لين؟,0.9
clips/chunk_1005.mp3,مستويات إدارية كلهم,2.0
clips/chunk_1006.mp3,مدرأ,0.6
clips/chunk_1007.mp3,انزين؟,0.5
clips/chunk_1008.mp3,ال first line manager بيتعامل ويا,2.7
clips/chunk_1009.mp3,الموظفين العاديين اللي مو في مناصب مدرأ okay,3.6
clips/chunk_1010.mp3,فا,0.5
clips/chunk_1011.mp3,هذا هو,0.9
clips/chunk_1012.mp3,المناجرية ال level,1.2
clips/chunk_1013.mp3,سلام؟,0.6
clips/chunk_1014.mp3,حفظ الأمثلة اللي عليهم,1.6
clips/chunk_1015.mp3,إن ال top managers,2.1
clips/chunk_1016.mp3,"CEO, CFO، تشذي",2.3
clips/chunk_1017.mp3,وإن ال middle managers أهم ال head of departments,3.2
clips/chunk_1018.mp3,رؤساء الأقسام,1.2
clips/chunk_1019.mp3,وإن ال first line manager,1.6
clips/chunk_1020.mp3,هما ال supervisor,1.2
clips/chunk_1021.mp3,حفظشنا ال responsibilities,2.3
clips/chunk_1022.mp3,okay,0.6
clips/chunk_1023.mp3,زين فابتش لي خلصنا,2.9
clips/chunk_1024.mp3,من,0.5
clips/chunk_1025.mp3,الحدث الخامس,1.6
clips/chunk_1026.mp3,نفس ما قلتلكم,1.2
clips/chunk_1027.mp3,هذا الهجف,0.9
clips/chunk_1028.mp3,جدّين مهام ركزه عليه,1.9
clips/chunk_1029.mp3,جائسيت او ال cart اللي راح,2.2
clips/chunk_1030.mp3,تمان حفظ الامثل اللي عليه وال responsibilities,2.9
clips/chunk_1031.mp3,قلنا إن ال manager يلغي لهمه ثلاثة,3.0
clips/chunk_1032.mp3,top,0.4
clips/chunk_1033.mp3,أو مجل أو first line,1.5
clips/chunk_1034.mp3,okay,0.5
clips/chunk_1035.mp3,الحين نجي الى,1.6
clips/chunk_1036.mp3,ال management skills,1.5
clips/chunk_1037.mp3,اللي هو آخر هدف,1.5
clips/chunk_1038.mp3,البنام,0.5
clips/chunk_1039.mp3,ال management skills,1.5
clips/chunk_1040.mp3,المهارات الإدارية,2.3
clips/chunk_1041.mp3,المهارات الإدارية فيها ثلاثة أشياء,2.5
clips/chunk_1042.mp3,زين عدنا فيه ثلاثة أشياء,2.1
clips/chunk_1043.mp3,s,0.3
clips/chunk_1044.mp3,نزين المهارات الإدارية,2.0
clips/chunk_1045.mp3,عندنا شنو؟,1.0
clips/chunk_1046.mp3,technical skills,1.7
clips/chunk_1047.mp3,conceptual,1.2
clips/chunk_1048.mp3,و هي يوما نسكنت,1.2
clips/chunk_1049.mp3,and zain,0.5
clips/chunk_1050.mp3,ال technical skills,2.1
clips/chunk_1051.mp3,اللهياء المهارات التخصصية,2.4
clips/chunk_1052.mp3,نزين,0.5
clips/chunk_1053.mp3,يعني ان انا,1.4
clips/chunk_1054.mp3,مثلًا دارسة,1.5
clips/chunk_1055.mp3,finance,0.8
clips/chunk_1056.mp3,و account,1.1
clips/chunk_1057.mp3,انزين؟,0.6
clips/chunk_1058.mp3,فقر يم,0.7
clips/chunk_1059.mp3,اعتبر محاسبة,1.5
clips/chunk_1060.mp3,محاسبة,0.9
clips/chunk_1061.mp3,فأعرف أسوي شنو؟,1.6
clips/chunk_1062.mp3,قوائن المالية,1.3
clips/chunk_1063.mp3,زين,0.6
clips/chunk_1064.mp3,بق,0.5
clips/chunk_1065.mp3,هذه المهارات التخصصية ان انا اعرف اسوى الاشياء اللي افت خصصي,4.2
clips/chunk_1066.mp3,okay,0.6
clips/chunk_1067.mp3,فهي شنو؟ jobs,1.3
clips/chunk_1068.mp3,specific skills,1.4
clips/chunk_1069.mp3,required to perform a particular type of work,3.5
clips/chunk_1070.mp3,okay,0.6
clips/chunk_1071.mp3,or,0.6
clips/chunk_1072.mp3,Okay,0.2
clips/chunk_1073.mp3,occupation,1.0
clips/chunk_1074.mp3,at high level,1.2
clips/chunk_1075.mp3,فهي شنو المهارات الخاصة؟,2.3
clips/chunk_1076.mp3,بالوظيفة المطلوبة لأداء نوع معين,3.1
clips/chunk_1077.mp3,من العمل,0.8
clips/chunk_1078.mp3,okay?,0.6
clips/chunk_1079.mp3,ف,0.7
clips/chunk_1080.mp3,ما يصر والله عجيب دكتور,1.6
clips/chunk_1081.mp3,و اقول يلا تسو قوة مالية,2.6
clips/chunk_1082.mp3,ما بيعرف,0.8
clips/chunk_1083.mp3,لازم أجيب,1.0
clips/chunk_1084.mp3,محاسب,0.9
clips/chunk_1085.mp3,شخص متخصص في هالشي,2.0
clips/chunk_1086.mp3,okay,0.6
clips/chunk_1087.mp3,عشار,0.6
clips/chunk_1088.mp3,اسوّي,0.7
clips/chunk_1089.mp3,هذه الوظيفة,1.0
clips/chunk_1090.mp3,come on,0.5
clips/chunk_1091.mp3,فهو job specific skills,2.2
clips/chunk_1092.mp3,okay,0.5
clips/chunk_1093.mp3,هذه ال technical,1.4
clips/chunk_1094.mp3,ف,0.7
clips/chunk_1095.mp3,لازم يكون عنده شنو؟,1.5
clips/chunk_1096.mp3,لازم يكون عنده knowledge و experience,2.6
clips/chunk_1097.mp3,فواصر بعد المحاسبة قل لي الله صار دكتور,3.2
clips/chunk_1098.mp3,لازم يكون عنده,1.3
clips/chunk_1099.mp3,am,0.8
clips/chunk_1100.mp3,خبرة,0.8
clips/chunk_1101.mp3,ولازم يكون عنده المعلومات الكافية والknowledge الكافي,4.0
clips/chunk_1102.mp3,فإنه شنو؟,1.3
clips/chunk_1103.mp3,يكون دكتور,1.0
clips/chunk_1104.mp3,Okay,0.6
clips/chunk_1105.mp3,انزين انجل الحين الى ال conceptual skills اللي هي المهارات التفكيرية,5.3
clips/chunk_1106.mp3,okay,0.6
clips/chunk_1107.mp3,اللي تخص العقل,1.3
clips/chunk_1108.mp3,نزين,0.5
clips/chunk_1109.mp3,فهي شنو؟ the ability to analyze,2.5
clips/chunk_1110.mp3,and,0.6
clips/chunk_1111.mp3,diagnose,1.0
clips/chunk_1112.mp3,a situation,1.1
clips/chunk_1113.mp3,and,0.6
clips/chunk_1114.mp3,distinguish between,1.7
clips/chunk_1115.mp3,cause and effect,1.6
clips/chunk_1116.mp3,هي القدرة على شنا؟ على التحليل,2.4
clips/chunk_1117.mp3,وتشخيص الموقف والتمييز بين شنو السبب والنتيجة,3.7
clips/chunk_1118.mp3,فمن الأمثلة عليها,1.9
clips/chunk_1119.mp3,اللي هي ال conceptual skills,1.8
clips/chunk_1120.mp3,المهارات التفكيرية,1.6
clips/chunk_1121.mp3,إن يكون عندنا thinking skills a problem solving,3.4
clips/chunk_1122.mp3,decision making,1.3
clips/chunk_1123.mp3,okay,0.6
clips/chunk_1124.mp3,إن أنا أقدر أتخذ قرارات,1.9
clips/chunk_1125.mp3,فأنا باستخدم عجلي,1.4
clips/chunk_1126.mp3,okay,0.6
clips/chunk_1127.mp3,فهذه هي المغارات التفكيرية,2.0
clips/chunk_1128.mp3,إن أنا أقدر,1.3
clips/chunk_1129.mp3,أحلل,0.8
clips/chunk_1130.mp3,وأشخص الموقف وأميز بين السبب والنتيجة,3.0
clips/chunk_1131.mp3,okay,0.6
clips/chunk_1132.mp3,ال human skills اللي هي,1.9
clips/chunk_1133.mp3,المهارات البشرية,2.1
clips/chunk_1134.mp3,انزين؟,0.6
clips/chunk_1135.mp3,uh he should know the ability to understand,3.1
clips/chunk_1136.mp3,alter lead and control,2.4
clips/chunk_1137.mp3,the behavior of other individuals and groups,3.4
clips/chunk_1138.mp3,فهي القدرة على إن أنا أفهم,2.0
clips/chunk_1139.mp3,سلوك الأفراد,1.2
clips/chunk_1140.mp3,والجماعات وتعديله وقيادته والتحكم فيه,3.2
clips/chunk_1141.mp3,فيكون عندش ال communication skills,2.6
clips/chunk_1142.mp3,و عندي مهارات تواصل,1.7
clips/chunk_1143.mp3,okay,0.5
clips/chunk_1144.mp3,فهذه المهارات لازم تكون,2.6
clips/chunk_1145.mp3,موجودة في الإدارة مهارات إدارية,2.7
clips/chunk_1146.mp3,okay,0.7
clips/chunk_1147.mp3,لما بجي أحاط,1.3
clips/chunk_1148.mp3,شخص,0.7
clips/chunk_1149.mp3,في منصب مدير,1.3
clips/chunk_1150.mp3,لازم تتوفر فيه هاي المهارات,2.2
clips/chunk_1151.mp3,لازم يكون عنده human skills,2.4
clips/chunk_1152.mp3,و conceptual skills مصر مدير,2.5
clips/chunk_1153.mp3,ما يقدر,0.9
clips/chunk_1154.mp3,ما عنده conceptual skills ما عنده,2.4
clips/chunk_1155.mp3,uhm,0.7
clips/chunk_1156.mp3,اللي هو problem solving و decision making,3.0
clips/chunk_1157.mp3,مصر مدير ما يعرف,1.6
clips/chunk_1158.mp3,ياخذ قرارات,1.3
clips/chunk_1159.mp3,حوة ولا لا,0.7
clips/chunk_1160.mp3,فهذه المهارات,2.3
clips/chunk_1161.mp3,لازم تكون,0.9
clips/chunk_1162.mp3,موجودة في شنو؟ موجود في الإدارة,2.5
clips/chunk_1163.mp3,وال technical skills,1.5
clips/chunk_1164.mp3,لازم أحط,0.9
clips/chunk_1165.mp3,كل شخص في منصبة,1.4
clips/chunk_1166.mp3,okay,0.6
clips/chunk_1167.mp3,فهي job specific skills,2.1
clips/chunk_1168.mp3,Okay required to perform a particular type,3.4
clips/chunk_1169.mp3,off work,0.7
clips/chunk_1170.mp3,سمown,0.5
clips/chunk_1171.mp3,وهذه هي ال technical,1.4
clips/chunk_1172.mp3,الي هي مهارات تخصصية,2.1
clips/chunk_1173.mp3,okay,0.6
clips/chunk_1174.mp3,فأنا بعطيك وظيفة على حسب مهارتك,3.2
clips/chunk_1175.mp3,على حسب ال knowledge مالك وعلى الحسب ال experience مالمك,3.4
clips/chunk_1176.mp3,okay هذا ال technical,1.4
clips/chunk_1177.mp3,ال conceptual هي شنو؟,1.9
clips/chunk_1178.mp3,مهارات تفكيرية,1.6
clips/chunk_1179.mp3,مهارات إن أنت والله تحتاج تستخدم عقلك,3.2
clips/chunk_1180.mp3,تحتاج تسوي analysis,2.1
clips/chunk_1181.mp3,اتحلّل,1.1
clips/chunk_1182.mp3,at,0.6
clips/chunk_1183.mp3,تتخذ قرار,1.2
clips/chunk_1184.mp3,okay,0.6
clips/chunk_1185.mp3,في thinking skills,1.6
clips/chunk_1186.mp3,هذه بالنسبة إلى المهارات التفكيرية,2.3
clips/chunk_1187.mp3,بالنسبة إلى ال human skills,2.5
clips/chunk_1188.mp3,إن لازم,1.1
clips/chunk_1189.mp3,uh,0.9
clips/chunk_1190.mp3,اكون شنوم؟,0.9
clips/chunk_1191.mp3,بيعدنا communication skills إن أنا,2.7
clips/chunk_1192.mp3,أقدر,0.7
clips/chunk_1193.mp3,ك,0.8
clips/chunk_1194.mp3,Ahh,0.9
clips/chunk_1195.mp3,ادارة يعني,1.3
clips/chunk_1196.mp3,أقدر إن أنا أتعامل ويا ال individuals,3.2
clips/chunk_1197.mp3,أقدر أتعامل ويا ال groups,1.8
clips/chunk_1198.mp3,إن أنا أستوعبهم وأفهمهم,2.4
clips/chunk_1199.mp3,وأقودهم إلى,1.3
clips/chunk_1200.mp3,الش الصح؟,0.8
clips/chunk_1201.mp3,فأقدر أتحكم في الشي,1.7
clips/chunk_1202.mp3,فهذه المهام,1.2
clips/chunk_1203.mp3,أو المهارات,1.2
clips/chunk_1204.mp3,اللي لازم تكون موجودة في الإدارة,2.3
clips/chunk_1205.mp3,ال technical,0.8
clips/chunk_1206.mp3,و conceptual,1.1
clips/chunk_1207.mp3,وحيوماً,0.8
clips/chunk_1208.mp3,okay,0.5
clips/chunk_1209.mp3,نزين فهنية,1.4
clips/chunk_1210.mp3,شنو عدنا؟ يقولكام ايه ان ال top manager,3.3
clips/chunk_1211.mp3,شنو لازم يكون نتوفر عنده اكثر شي اكتر مهارة؟,3.8
clips/chunk_1212.mp3,لازم تكون موجودة في ال top manager هي شنو؟,3.2
clips/chunk_1213.mp3,ال concept وال skills,1.7
clips/chunk_1214.mp3,ال conceptual skills هي شنو المهارات التفكيرية؟,3.4
clips/chunk_1215.mp3,لازم ال top manager,1.7
clips/chunk_1216.mp3,يقدر ياخذ قرار,1.6
clips/chunk_1217.mp3,يقدر يحلل,1.2
clips/chunk_1218.mp3,okay,0.7
clips/chunk_1219.mp3,لازم يكون عنده problem solving,1.9
clips/chunk_1220.mp3,فهذا اهم شي لازم يكون عند,2.0
clips/chunk_1221.mp3,موجودة,0.8
clips/chunk_1222.mp3,موجودة عند ال top manager,1.6
clips/chunk_1223.mp3,الهو شنو ال conceptual skills؟,2.2
clips/chunk_1224.mp3,ال middle manager لازم يكون عنده شنو human skills,3.7
clips/chunk_1225.mp3,لأن ال middle manager بيتعامل ويه هذا وبيتبع أرشاداته,3.5
clips/chunk_1226.mp3,يتعامل ويت top بيتبع عرشاناتها,2.1
clips/chunk_1227.mp3,وبيتعامل ويا ال lawer,1.5
clips/chunk_1228.mp3,ان زين؟ فلازم يكون عنده human skills,2.6
clips/chunk_1229.mp3,لازم,0.7
clips/chunk_1230.mp3,يعرف يتواصل,1.5
clips/chunk_1231.mp3,ويستوعب,1.6
clips/chunk_1232.mp3,اللي يقول ال top manager,1.8
clips/chunk_1233.mp3,ويقود ال lower manager فلازم يكون عندش انا اكثر شي human skills,5.5
clips/chunk_1234.mp3,okay,0.6
clips/chunk_1235.mp3,ال lower,0.9
clips/chunk_1236.mp3,ال lower level,1.2
clips/chunk_1237.mp3,manager أو ال first line,2.6
clips/chunk_1238.mp3,لازم شن يكون عندهم؟,1.4
clips/chunk_1239.mp3,technical skills,1.6
clips/chunk_1240.mp3,ال technical skills,1.4
clips/chunk_1241.mp3,هي شنو؟,0.8
clips/chunk_1242.mp3,المهارات التخصصية,1.8
clips/chunk_1243.mp3,لازم يكون عندهم knowledge و experience okay,3.1
clips/chunk_1244.mp3,فاحطهم في ال first line,1.5
clips/chunk_1245.mp3,تمام؟,0.5
clips/chunk_1246.mp3,عدنا هذا التعريف آخر شي,2.4
clips/chunk_1247.mp3,اللهو ال core,1.4
clips/chunk_1248.mp3,competency,0.9
clips/chunk_1249.mp3,اللي هي الكفاءة الأساسية,1.8
clips/chunk_1250.mp3,شنو يقول التعريف specific set of departmental skills؟,4.7
clips/chunk_1251.mp3,abilities,1.0
clips/chunk_1252.mp3,knowledge and experience,1.8
clips/chunk_1253.mp3,that allows one organization,2.6
clips/chunk_1254.mp3,to,0.4
clips/chunk_1255.mp3,how to perform,1.1
clips/chunk_1256.mp3,its competitors,1.3
clips/chunk_1257.mp3,Skills for a competitive advantage,2.9
clips/chunk_1258.mp3,فهذه ال core competency هي شنو؟,2.8
clips/chunk_1259.mp3,في مجموعة محددة,1.9
clips/chunk_1260.mp3,من المهارات والقدرات والمعرفة,2.7
clips/chunk_1261.mp3,والخبرة الإدارية اللي تسمح إلى منظمة وحدة بالتفوق على منافسيها,5.5
clips/chunk_1262.mp3,فهذه هي ال competitive advantage يعني,3.0
clips/chunk_1263.mp3,الميزة التنافسية يعني انا شو نيميزنا عن غيري؟,3.2
clips/chunk_1264.mp3,okay,0.6
clips/chunk_1265.mp3,فاد التعريف يعني,1.4
clips/chunk_1266.mp3,حفظوا,0.8
clips/chunk_1267.mp3,okay,0.7
clips/chunk_1268.mp3,وبس ابتدي احنا خلصنا ال chapter,3.2
clips/chunk_1269.mp3,فاخنت بس المرعة ال chapter,2.3
clips/chunk_1270.mp3,بشكل سريع,1.1
clips/chunk_1271.mp3,uhm,0.8
clips/chunk_1272.mp3,هني خلجه الاعداف,1.8
clips/chunk_1273.mp3,خلصنا أخر شي,1.2
clips/chunk_1274.mp3,بقى؟,0.4
clips/chunk_1275.mp3,أبيكم تعرفون في ال organizational resources؟,4.1
clips/chunk_1276.mp3,تعرفونهم؟,0.9
clips/chunk_1277.mp3,إن شنو هي الموارد؟ لازم تعرفونهم,3.4
clips/chunk_1278.mp3,له يوماً,0.9
clips/chunk_1279.mp3,و ال financial,1.3
clips/chunk_1280.mp3,و ال information,1.4
clips/chunk_1281.mp3,وال physical,0.9
clips/chunk_1282.mp3,Okay أبيكم تعرفونهم هم وتعارفهم,2.8
clips/chunk_1283.mp3,فلو سألكم,1.0
clips/chunk_1284.mp3,شنو هي ال organizational resources؟,2.0
clips/chunk_1285.mp3,تعرفون شنو؟,1.1
clips/chunk_1286.mp3,هما,0.6
clips/chunk_1287.mp3,تعرفون شن تعارفهم؟,1.4
clips/chunk_1288.mp3,and zain,0.6
clips/chunk_1289.mp3,أو بعد أبيكم تعرفون,2.1
clips/chunk_1290.mp3,ال,0.5
clips/chunk_1291.mp3,ال management task,1.8
clips/chunk_1292.mp3,okay,0.6
clips/chunk_1293.mp3,أو ال management function قلنا عنهم المهمات أو المهام,4.4
clips/chunk_1294.mp3,اللي لازم يتسوّونها,1.4
clips/chunk_1295.mp3,A,0.7
clips/chunk_1296.mp3,أو لازم نسوّها المدير,1.7
clips/chunk_1297.mp3,زين فشنو لازم يسوي؟,1.7
clips/chunk_1298.mp3,planning,0.7
clips/chunk_1299.mp3,organizing,1.0
clips/chunk_1300.mp3,leading and,1.2
clips/chunk_1301.mp3,controlling,0.8
clips/chunk_1302.mp3,okay,0.6
clips/chunk_1303.mp3,كنت شالق فعرفوهم هم وتعارفهم,3.1
clips/chunk_1304.mp3,انزين,0.8
clips/chunk_1305.mp3,وبعد,0.9
clips/chunk_1306.mp3,قلنا شنا مهم؟,1.8
clips/chunk_1307.mp3,ال managerial level,1.4
clips/chunk_1308.mp3,مهم، مهم、 مهم، мهم إنكم تعرفون الطبقات إنهما top,4.5
clips/chunk_1309.mp3,on medal,0.8
clips/chunk_1310.mp3,و first line okay كتبوها first line,2.7
clips/chunk_1311.mp3,فتعرفونها و تعرفون شنو ال responsibilities,3.3
clips/chunk_1312.mp3,ما لا اتهم,0.6
clips/chunk_1313.mp3,ضروري,0.7
clips/chunk_1314.mp3,وت,0.5
clips/chunk_1315.mp3,تعرفون بعد؟,1.1
clips/chunk_1316.mp3,أمثلة عليهم إن هذا CEO,2.1
clips/chunk_1317.mp3,وهذا ال head of departments وهذه,2.5
clips/chunk_1318.mp3,supervisor,1.1
clips/chunk_1319.mp3,okay حفظوهم,1.2
clips/chunk_1320.mp3,انزين وبعد عرفوش نوم,3.1
clips/chunk_1321.mp3,ال management skills,1.6
clips/chunk_1322.mp3,ارفوهم,0.7
clips/chunk_1323.mp3,أو حفظوهم خنقول لازم تعرفون إن في عدنا conceptual,4.3
clips/chunk_1324.mp3,وحيوماً,0.8
clips/chunk_1325.mp3,conceptual و human,1.9
clips/chunk_1326.mp3,شنو؟,0.6
clips/chunk_1327.mp3,technical,0.8
clips/chunk_1328.mp3,عرفوهم هما أو تعارفهم,1.9
clips/chunk_1329.mp3,okay,0.6
clips/chunk_1330.mp3,فهذا,0.7
clips/chunk_1331.mp3,بالنسبة إلى chapter one,1.7
clips/chunk_1332.mp3,عرفهم ها اتعارفهم okay,1.9
clips/chunk_1333.mp3,فلين؟,0.4
clips/chunk_1334.mp3,if,0.4
clips/chunk_1335.mp3,فبجذي خلصنا من chapter one,2.7
clips/chunk_1336.mp3,انشاء الله انه كان كل شي واضح,2.2
clips/chunk_1337.mp3,وأي شيء؟,0.9
clips/chunk_1338.mp3,تحسونكم شيرين فيه أو ما استوعبت هنا؟,2.6
clips/chunk_1339.mp3,سأل في ال group لا تستحون,1.8
clips/chunk_1340.mp3,وبس خلصنا chapter one,1.9
